# Simulation 2 (Up to date)
# 374 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.444,7.633,7.633,31.609,31.623,41.42,42.715,0.032,-1.668e-6,0.032,90.003,0.945,10.44,45,4.038e-7,2.765,-6.194e-7,0.473,-8.633e-4,81.719,90,63.728,15.569,0.001,9.979e-6,9.806,31.142,24.644,2.599,3.517,5.628,0.191,0.617,0.433,0.063,0.121,0.63,0.621,1.615,-2.163e-4,0,0,0,0,5.297e-6,2.107,90,14.95,1012.355,0.001,340.359,0.093,9.127e5,2.5,4.909,0.006,0.086,0
0.45,7.816,7.816,31.847,31.863,41.264,42.541,0.037,-1.747e-6,0.037,90.003,1.005,10.347,45,4.753e-7,2.676,-6.11e-7,4.447,-0.001,81.733,90,63.7,15.541,0.001,9.978e-6,9.806,31.165,24.638,2.611,3.508,5.616,0.194,0.617,0.433,0.063,0.121,0.63,0.6,1.566,1.807e-5,0,0,0,0,4.613e-4,2.112,90,14.949,1012.333,0.001,340.358,0.094,9.197e5,2.5,4.909,0.006,0.087,0
0.456,8.003,8.003,32.088,32.106,41.108,42.364,0.043,-1.828e-6,0.043,90.002,1.065,10.242,45,5.524e-7,2.597,-6.075e-7,8.422,-0.001,81.771,90,63.672,15.513,0.001,9.977e-6,9.806,31.187,24.633,2.622,3.498,5.603,0.196,0.617,0.433,0.063,0.121,0.629,0.581,1.521,1.3e-5,0,0,0,0,0.002,2.099,90,14.948,1012.311,0.001,340.357,0.095,9.267e5,2.5,4.909,0.006,0.088,0
0.462,8.194,8.194,32.331,32.351,40.958,42.182,0.05,-1.913e-6,0.05,90.002,1.125,10.086,45,6.351e-7,2.494,-6.661e-7,12.379,-0.001,81.833,90,63.644,15.485,0.001,9.976e-6,9.806,31.214,24.627,2.635,3.488,5.59,0.199,0.617,0.433,0.063,0.121,0.628,0.556,1.462,2.767e-4,0,0,0,0,0.003,2.086,90,14.947,1012.289,0.001,340.357,0.095,9.338e5,2.5,4.909,0.006,0.089,0
0.468,8.391,8.391,32.579,32.601,40.814,41.992,0.057,-2.003e-6,0.057,90.002,1.186,9.877,45,7.244e-7,2.368,-6.713e-7,16.312,-7.167e-4,81.92,90,63.614,15.455,0.001,9.974e-6,9.806,31.248,24.621,2.651,3.479,5.576,0.202,0.617,0.433,0.063,0.121,0.627,0.526,1.389,-3.76e-4,0,0,0,0,0.006,2.073,90,14.945,1012.266,0.001,340.356,0.096,9.41e5,2.5,4.909,0.006,0.09,0
0.474,8.597,8.597,32.835,32.859,40.672,41.792,0.065,-2.1e-6,0.065,90.002,1.247,9.609,45,8.218e-7,2.215,-6.769e-7,20.219,-0.001,82.035,90,63.584,15.425,0.001,9.973e-6,9.806,31.29,24.615,2.67,3.468,5.562,0.205,0.617,0.433,0.063,0.121,0.626,0.49,1.3,-2.519e-4,0,0,0,0,0.009,2.059,90,14.944,1012.242,0.001,340.355,0.097,9.485e5,2.5,4.909,0.007,0.091,0
0.481,8.815,8.815,33.104,33.13,40.531,41.579,0.073,-2.206e-6,0.073,90.002,1.31,9.275,45,9.295e-7,2.032,-6.797e-7,24.089,-0.002,82.182,90.001,63.552,15.393,0.001,9.972e-6,9.806,31.34,24.609,2.693,3.457,5.548,0.208,0.617,0.433,0.063,0.121,0.625,0.447,1.192,7.352e-5,0,0,0,0,0.013,2.045,90,14.943,1012.216,0.001,340.354,0.098,9.563e5,2.5,4.909,0.007,0.092,0
0.488,9.05,9.05,33.391,33.419,40.386,41.347,0.083,-2.324e-6,0.083,90.002,1.374,8.862,45,1.051e-6,1.815,-6.662e-7,27.91,-0.002,82.366,90.001,63.518,15.359,0.001,9.97e-6,9.806,31.401,24.602,2.72,3.446,5.532,0.211,0.618,0.433,0.063,0.121,0.623,0.397,1.064,4.898e-4,0,0,0,0,0.017,2.029,90,14.941,1012.189,0.001,340.353,0.099,9.646e5,2.5,4.909,0.008,0.093,0
0.496,9.312,9.312,33.705,33.736,40.233,41.09,0.093,-2.462e-6,0.093,90.002,1.441,8.346,45,1.191e-6,1.552,-7.112e-7,31.655,-0.002,82.599,90.001,63.48,15.321,0.001,9.969e-6,9.806,31.475,24.594,2.752,3.433,5.514,0.214,0.618,0.433,0.063,0.121,0.622,0.337,0.906,-1.875e-4,0,0,0,0,0.021,2.012,90,14.939,1012.158,0.001,340.352,0.1,9.737e5,2.5,4.909,0.009,0.094,0
0.505,9.616,9.616,34.066,34.099,40.066,40.79,0.107,-2.632e-6,0.107,90.001,1.513,7.654,45,1.36e-6,1.199,-8.86e-7,35.254,-0.003,82.9,90.001,63.437,15.278,0.001,9.967e-6,9.806,31.577,24.586,2.796,3.418,5.495,0.219,0.618,0.433,0.063,0.121,0.62,0.258,0.696,6.98e-5,0,0,0,0,0.025,2.008,90,14.937,1012.122,0.001,340.351,0.101,9.842e5,2.5,4.909,0.011,0.095,0
0.516,10.009,10.009,34.523,34.56,39.854,40.407,0.125,-2.866e-6,0.125,90.001,1.595,6.661,45,1.586e-6,0.696,-1.069e-6,38.428,-0.003,83.323,90.001,63.382,15.223,0.001,9.965e-6,9.806,31.725,24.574,2.86,3.399,5.469,0.224,0.618,0.433,0.063,0.121,0.619,0.147,0.393,-3.863e-5,0,0,0,0,0.029,2.022,90,14.935,1012.076,0.001,340.349,0.102,9.975e5,2.5,4.909,0.017,0.096,0
0.533,10.607,10.607,35.204,35.245,39.511,39.839,0.153,-3.257e-6,0.153,90.001,1.696,5.104,45,1.947e-6,0.063,-1.131e-6,-39.871,-0.039,84.001,90.001,63.299,15.14,0.001,9.962e-6,9.806,31.919,24.558,2.944,3.371,5.431,0.233,0.618,0.433,0.063,0.121,0.618,0.013,0.069,8.834e-5,0,0,0,0,-0.03,2.043,90,14.931,1012.006,0.001,340.347,0.104,1.017e6,2.5,4.909,0.016,0.097,0
0.549,11.166,11.166,35.823,35.867,39.158,39.33,0.18,-3.661e-6,0.18,90.001,1.765,3.681,45,2.294e-6,0.712,-8.329e-7,-37.543,-0.004,84.615,90.001,63.223,15.064,0.001,9.958e-6,9.806,31.721,24.543,2.871,3.345,5.395,0.241,0.618,0.433,0.063,0.121,0.619,0.151,0.459,-1.987e-4,0,0,0,0,-0.026,2.062,90,14.927,1011.94,0.001,340.345,0.106,1.035e6,2.5,4.909,0.016,0.098,0
0.565,11.731,11.731,36.435,36.48,39.171,39.245,0.208,-4.11e-6,0.208,90.001,1.813,2.411,45,2.65e-6,1.257,-1.63e-6,-31.986,-0.003,85.162,90.001,63.15,14.991,9.996e-4,9.956e-6,9.806,31.561,24.528,2.813,3.345,5.402,0.25,0.618,0.433,0.063,0.122,0.621,0.271,0.78,-2.356e-4,0,0,0,0,-0.018,2.078,90,14.924,1011.874,0.001,340.343,0.108,1.053e6,2.5,4.909,0.009,0.1,0
0.573,12.055,12.055,36.783,36.828,39.162,39.202,0.224,-4.382e-6,0.224,90.001,1.831,1.78,45,2.856e-6,1.508,-1.574e-6,-27.557,-0.003,85.426,90.001,63.108,14.949,9.989e-4,9.954e-6,9.806,31.489,24.519,2.788,3.345,5.405,0.256,0.618,0.433,0.063,0.122,0.622,0.327,0.925,-4.176e-4,0,0,0,0,-0.013,2.088,90,14.922,1011.836,0.001,340.341,0.109,1.063e6,2.5,4.909,0.007,0.101,0
0.581,12.326,12.326,37.07,37.116,39.147,39.169,0.238,-4.616e-6,0.238,90.001,1.843,1.329,45,3.028e-6,1.677,-1.532e-6,-23.304,-0.003,85.613,90.001,63.074,14.915,9.983e-4,9.952e-6,9.806,31.441,24.512,2.771,3.345,5.408,0.26,0.618,0.433,0.063,0.122,0.623,0.366,1.023,8.967e-5,0,0,0,0,-0.009,2.096,90,14.92,1011.804,0.001,340.34,0.11,1.071e6,2.5,4.909,0.007,0.102,0
0.587,12.569,12.569,37.326,37.371,39.128,39.141,0.25,-4.828e-6,0.25,90.001,1.85,0.99,45,3.181e-6,1.797,-1.475e-6,-19.135,-0.002,85.752,90.001,63.044,14.884,9.978e-4,9.951e-6,9.806,31.407,24.506,2.76,3.345,5.411,0.264,0.618,0.433,0.063,0.122,0.624,0.393,1.091,1.475e-4,0,0,0,0,-0.006,2.103,90,14.918,1011.776,0.001,340.339,0.11,1.078e6,2.5,4.909,0.006,0.103,0
0.593,12.795,12.795,37.562,37.608,39.107,39.114,0.261,-5.026e-6,0.261,90.001,1.855,0.735,45,3.324e-6,1.88,-1.504e-6,-15.016,-0.002,85.855,90.001,63.015,14.856,9.973e-4,9.95e-6,9.806,31.384,24.5,2.753,3.345,5.413,0.267,0.618,0.433,0.063,0.122,0.624,0.412,1.139,4.834e-5,0,0,0,0,-0.004,2.109,90,14.917,1011.749,0.001,340.338,0.111,1.085e6,2.5,4.909,0.006,0.104,0
0.599,13.01,13.01,37.785,37.831,39.085,39.089,0.272,-5.213e-6,0.272,90.001,1.859,0.551,45,3.459e-6,1.933,-1.445e-6,-10.933,-0.002,85.929,90,62.989,14.829,9.969e-4,9.949e-6,9.806,31.369,24.495,2.75,3.345,5.415,0.271,0.618,0.433,0.063,0.122,0.625,0.425,1.169,-1.265e-4,0,0,0,0,-0.002,2.115,90,14.915,1011.724,0.001,340.338,0.112,1.092e6,2.5,4.909,0.005,0.105,0
0.605,13.219,13.219,38,38.045,39.06,39.063,0.282,-5.394e-6,0.282,90.001,1.862,0.452,45,3.589e-6,1.946,-1.527e-6,-6.891,-0.001,85.978,90,62.963,14.804,9.964e-4,9.948e-6,9.806,31.366,24.49,2.75,3.345,5.418,0.274,0.618,0.433,0.063,0.122,0.625,0.427,1.176,4.036e-4,0,0,0,0,-7.771e-4,2.111,90,14.914,1011.7,0.001,340.337,0.112,1.098e6,2.5,4.909,0.005,0.106,0
0.61,13.424,13.424,38.21,38.256,39.033,39.036,0.292,-5.571e-6,0.292,90.001,1.864,0.414,45,3.717e-6,1.934,-1.487e-6,-2.877,-0.002,86.005,90,62.938,14.779,9.96e-4,9.947e-6,9.806,31.369,24.485,2.754,3.345,5.42,0.277,0.618,0.433,0.063,0.122,0.625,0.425,1.169,4.279e-4,0,0,0,0,-1.339e-4,2.104,90,14.913,1011.676,0.001,340.336,0.113,1.104e6,2.5,4.909,0.005,0.107,0
0.615,13.63,13.63,38.42,38.465,39.005,39.008,0.302,-5.746e-6,0.302,90.001,1.866,0.43,45,3.844e-6,1.9,-1.509e-6,1.117,-0.002,86.009,90,62.913,14.753,9.956e-4,9.946e-6,9.806,31.379,24.48,2.76,3.345,5.422,0.28,0.618,0.433,0.063,0.122,0.624,0.417,1.15,-4.494e-4,0,0,0,0,1.998e-5,2.098,90,14.911,1011.651,0.001,340.335,0.113,1.11e6,2.5,4.909,0.005,0.108,0
0.621,13.838,13.838,38.63,38.675,38.975,38.978,0.312,-5.92e-6,0.312,90.001,1.869,0.499,45,3.973e-6,1.846,-1.477e-6,5.089,-0.002,85.993,90,62.887,14.728,9.952e-4,9.945e-6,9.806,31.394,24.474,2.768,3.345,5.424,0.283,0.618,0.433,0.063,0.122,0.624,0.404,1.118,-1.574e-4,0,0,0,0,4.102e-4,2.092,90,14.91,1011.627,0.001,340.334,0.114,1.116e6,2.5,4.909,0.005,0.109,0
0.626,14.05,14.05,38.844,38.889,38.942,38.947,0.322,-6.093e-6,0.322,90.001,1.872,0.624,45,4.103e-6,1.77,-1.476e-6,9.036,-0.002,85.954,90,62.862,14.702,9.947e-4,9.944e-6,9.806,31.415,24.469,2.778,3.345,5.426,0.285,0.618,0.433,0.063,0.122,0.624,0.387,1.073,-6.479e-5,0,0,0,0,0.001,2.085,90,14.909,1011.602,0.001,340.334,0.115,1.122e6,2.5,4.909,0.006,0.11,0
0.632,14.271,14.271,39.064,39.109,38.905,38.914,0.333,-6.268e-6,0.333,90.001,1.876,0.808,45,4.238e-6,1.672,-1.446e-6,12.954,-0.002,85.892,90,62.835,14.676,9.943e-4,9.943e-6,9.806,31.443,24.464,2.792,3.345,5.429,0.288,0.618,0.433,0.064,0.122,0.623,0.364,1.015,4.039e-4,0,0,0,0,0.003,2.078,90,14.907,1011.576,0.001,340.333,0.115,1.128e6,2.5,4.909,0.006,0.111,0
0.638,14.502,14.502,39.294,39.339,38.864,38.878,0.344,-6.447e-6,0.344,90.001,1.881,1.058,45,4.38e-6,1.548,-1.483e-6,16.832,-0.003,85.803,89.999,62.808,14.648,9.938e-4,9.942e-6,9.806,31.478,24.458,2.808,3.345,5.431,0.291,0.618,0.433,0.064,0.122,0.622,0.336,0.939,-4.598e-4,0,0,0,0,0.004,2.071,90,14.906,1011.549,0.001,340.332,0.116,1.134e6,2.5,4.909,0.006,0.112,0
0.644,14.751,14.751,39.539,39.584,38.816,38.841,0.356,-6.63e-6,0.356,90.001,1.889,1.386,45,4.531e-6,1.394,-1.452e-6,20.664,-0.003,85.685,89.999,62.778,14.619,9.933e-4,9.94e-6,9.806,31.522,24.452,2.828,3.345,5.434,0.295,0.618,0.433,0.064,0.122,0.622,0.301,0.846,-1.413e-4,0,0,0,0,0.006,2.064,90,14.904,1011.52,0.001,340.331,0.117,1.141e6,2.5,4.909,0.007,0.113,0
0.651,15.025,15.025,39.807,39.853,38.757,38.799,0.369,-6.822e-6,0.369,90.001,1.9,1.806,45,4.698e-6,1.206,-1.493e-6,24.422,-0.004,85.529,89.999,62.746,14.586,9.928e-4,9.939e-6,9.806,31.577,24.445,2.852,3.345,5.436,0.298,0.618,0.433,0.064,0.122,0.621,0.259,0.731,-6.294e-5,0,0,0,0,0.009,2.057,90,14.902,1011.488,0.001,340.33,0.118,1.149e6,2.5,4.909,0.008,0.114,0
0.659,15.341,15.341,40.113,40.159,38.684,38.754,0.384,-7.029e-6,0.384,90.001,1.916,2.335,45,4.89e-6,0.98,-1.614e-6,28.075,-0.004,85.321,89.999,62.709,14.55,9.921e-4,9.938e-6,9.806,31.643,24.438,2.882,3.345,5.44,0.302,0.618,0.433,0.064,0.122,0.62,0.209,0.591,4.372e-4,0,0,0,0,0.012,2.058,90,14.9,1011.451,0.001,340.328,0.118,1.158e6,2.5,4.909,0.006,0.115,0
0.665,15.585,15.585,40.347,40.394,38.621,38.721,0.396,-7.177e-6,0.396,90.001,1.932,2.784,45,5.038e-6,0.792,-1.627e-6,30.371,-0.005,85.144,89.999,62.68,14.521,9.917e-4,9.937e-6,9.806,31.698,24.432,2.907,3.345,5.442,0.306,0.618,0.433,0.064,0.122,0.619,0.168,0.476,4.042e-4,0,0,0,0,0.013,2.059,90,14.899,1011.422,0.001,340.328,0.119,1.165e6,2.5,4.909,0.009,0.116,0
0.674,15.954,15.954,40.698,40.746,38.516,38.676,0.413,-7.38e-6,0.413,90.001,1.96,3.509,45,5.264e-6,0.497,-1.63e-6,32.889,-0.007,84.855,89.999,62.638,14.479,9.909e-4,9.935e-6,9.806,31.787,24.423,2.946,3.345,5.446,0.311,0.618,0.433,0.064,0.122,0.619,0.105,0.293,1.92e-4,0,0,0,0,0.015,2.06,90,14.896,1011.379,0.001,340.326,0.12,1.175e6,2.5,4.909,0.014,0.117,0
0.688,16.513,16.513,41.223,41.272,38.336,38.617,0.44,-7.644e-6,0.44,90.001,2.016,4.655,45,5.609e-6,0.042,-1.506e-6,34.403,-0.089,84.393,89.999,62.574,14.415,9.898e-4,9.932e-6,9.806,31.927,24.41,3.007,3.345,5.451,0.319,0.618,0.433,0.064,0.122,0.618,0.009,0.01,-3.88e-4,0,0,0,0,0.016,2.062,90,14.893,1011.313,0.001,340.324,0.122,1.19e6,2.5,4.909,0.02,0.118,0
0.708,17.365,17.365,42.004,42.058,38.029,38.549,0.483,-7.957e-6,0.483,90.001,2.129,6.308,45,6.149e-6,0.569,-1.084e-6,-31.433,-0.003,83.709,89.999,62.478,14.319,9.882e-4,9.928e-6,9.806,31.766,24.39,2.95,3.345,5.46,0.331,0.618,0.433,0.064,0.122,0.619,0.12,0.367,1.539e-4,0,0,0,0,-0.013,2.081,90,14.887,1011.213,0.001,340.321,0.124,1.212e6,2.5,4.909,0.014,0.122,0
0.722,17.958,17.958,42.537,42.595,37.817,38.507,0.513,-8.096e-6,0.513,90.001,2.224,7.255,45,6.538e-6,0.881,-9.369e-7,-26.279,-0.003,83.301,89.999,62.412,14.253,9.871e-4,9.926e-6,9.806,31.673,24.377,2.918,3.345,5.465,0.34,0.619,0.433,0.064,0.122,0.62,0.188,0.557,3.744e-4,0,0,0,0,-0.009,2.11,90,14.883,1011.144,0.001,340.318,0.126,1.228e6,2.5,4.909,0.009,0.123,0
0.731,18.343,18.343,42.878,42.939,37.69,38.477,0.534,-8.145e-6,0.534,90.001,2.292,7.747,45,6.797e-6,1.03,-7.795e-7,-21.905,-0.003,83.083,89.999,62.37,14.211,9.864e-4,9.924e-6,9.806,31.629,24.368,2.904,3.345,5.469,0.346,0.619,0.433,0.064,0.122,0.621,0.22,0.647,-1.963e-4,0,0,0,0,-0.006,2.129,90,14.881,1011.099,0.001,340.317,0.127,1.238e6,2.5,4.909,0.008,0.124,0
0.739,18.672,18.672,43.165,43.229,37.592,38.449,0.551,-8.159e-6,0.551,90.001,2.352,8.073,45,7.023e-6,1.12,-8.783e-7,-17.701,-0.003,82.931,89.999,62.334,14.175,9.857e-4,9.923e-6,9.806,31.603,24.361,2.897,3.345,5.472,0.351,0.619,0.433,0.064,0.122,0.621,0.24,0.7,-3.429e-5,0,0,0,0,-0.004,2.146,90,14.879,1011.06,0.001,340.315,0.128,1.246e6,2.5,4.909,0.007,0.125,0
0.746,18.973,18.973,43.426,43.493,37.514,38.418,0.568,-8.152e-6,0.568,90.001,2.409,8.288,45,7.234e-6,1.171,-8.43e-7,-13.579,-0.003,82.823,89.999,62.302,14.143,9.852e-4,9.921e-6,9.806,31.588,24.354,2.894,3.345,5.475,0.355,0.619,0.433,0.064,0.122,0.621,0.252,0.73,3.604e-4,0,0,0,0,-0.002,2.16,90,14.877,1011.025,0.001,340.314,0.128,1.254e6,2.5,4.909,0.007,0.126,0
0.752,19.26,19.26,43.673,43.743,37.448,38.386,0.584,-8.127e-6,0.584,90.001,2.464,8.433,45,7.438e-6,1.2,-9.692e-7,-9.509,-0.004,82.746,89.999,62.271,14.112,9.847e-4,9.92e-6,9.806,31.58,24.348,2.893,3.345,5.478,0.36,0.619,0.433,0.064,0.122,0.621,0.258,0.748,-4.944e-4,0,0,0,0,-0.001,2.167,90,14.875,1010.991,0.001,340.313,0.129,1.261e6,2.5,4.909,0.006,0.126,0
0.759,19.538,19.538,43.911,43.983,37.392,38.352,0.6,-8.09e-6,0.6,90.001,2.518,8.529,45,7.64e-6,1.217,-8.935e-7,-5.45,-0.003,82.699,89.999,62.241,14.082,9.841e-4,9.919e-6,9.806,31.575,24.341,2.893,3.345,5.48,0.364,0.619,0.433,0.064,0.122,0.621,0.262,0.757,3.863e-4,0,0,0,0,-3.638e-4,2.162,90,14.873,1010.959,0.001,340.312,0.13,1.268e6,2.5,4.909,0.006,0.127,0
0.765,19.811,19.811,44.143,44.217,37.348,38.314,0.616,-8.043e-6,0.616,90.001,2.571,8.55,45,7.841e-6,1.208,-7.844e-7,-1.433,-0.003,82.678,89.999,62.212,14.053,9.836e-4,9.918e-6,9.806,31.578,24.335,2.897,3.345,5.483,0.368,0.619,0.433,0.064,0.122,0.621,0.26,0.753,-9.105e-5,0,0,0,0,-2.491e-5,2.158,90,14.871,1010.926,0.001,340.311,0.13,1.275e6,2.5,4.909,0.006,0.128,0
0.771,20.084,20.084,44.373,44.45,37.315,38.271,0.632,-7.987e-6,0.632,90.001,2.624,8.498,45,8.045e-6,1.174,-6.487e-7,2.541,-0.003,82.681,89.999,62.184,14.024,9.831e-4,9.916e-6,9.806,31.587,24.329,2.903,3.345,5.486,0.371,0.619,0.433,0.064,0.122,0.621,0.252,0.733,2.08e-4,0,0,0,0,7.744e-5,2.153,90,14.869,1010.894,0.001,340.31,0.131,1.282e6,2.5,4.909,0.005,0.129,0
0.776,20.298,20.298,44.553,44.632,37.297,38.233,0.644,-7.938e-6,0.644,90.001,2.665,8.409,45,8.207e-6,1.132,-6.708e-7,5.578,-0.003,82.701,90,62.161,14.002,9.828e-4,9.915e-6,9.806,31.6,24.325,2.91,3.345,5.488,0.374,0.619,0.433,0.064,0.122,0.621,0.243,0.707,-9.702e-5,0,0,0,0,3.701e-4,2.15,90,14.868,1010.869,0.001,340.309,0.132,1.287e6,2.5,4.909,0.006,0.13,0
0.782,20.586,20.586,44.793,44.875,37.283,38.179,0.662,-7.868e-6,0.662,90.001,2.718,8.224,45,8.428e-6,1.055,-8.337e-7,9.469,-0.003,82.749,90,62.131,13.972,9.822e-4,9.914e-6,9.806,31.623,24.318,2.922,3.345,5.49,0.378,0.619,0.433,0.064,0.122,0.621,0.226,0.659,-3.463e-4,0,0,0,0,0.001,2.145,90,14.866,1010.836,0.001,340.308,0.132,1.294e6,2.5,4.909,0.007,0.131,0
0.789,20.893,20.893,45.047,45.133,37.278,38.116,0.681,-7.791e-6,0.681,90.001,2.774,7.95,45,8.667e-6,0.948,-7.706e-7,13.297,-0.003,82.827,90,62.099,13.94,9.817e-4,9.913e-6,9.806,31.654,24.312,2.937,3.345,5.493,0.382,0.619,0.433,0.064,0.122,0.621,0.202,0.593,-3.895e-4,0,0,0,0,0.002,2.14,90,14.864,1010.8,0.001,340.307,0.133,1.301e6,2.5,4.909,0.008,0.131,0
0.797,21.232,21.232,45.327,45.416,37.283,38.043,0.702,-7.705e-6,0.702,90.001,2.832,7.568,45,8.935e-6,0.806,-7.311e-7,17.028,-2.106e-4,82.941,90,62.064,13.905,9.811e-4,9.912e-6,9.806,31.696,24.304,2.957,3.345,5.496,0.387,0.619,0.433,0.064,0.122,0.62,0.171,0.503,-3.922e-4,0,0,0,0,0.003,2.134,90,14.862,1010.76,0.001,340.305,0.134,1.309e6,2.5,4.909,0.009,0.132,0
0.806,21.629,21.629,45.653,45.744,37.299,37.955,0.727,-7.607e-6,0.727,90.001,2.896,7.028,45,9.253e-6,0.613,-5.6e-7,20.585,6.45e-4,83.106,90,62.023,13.864,9.804e-4,9.91e-6,9.806,31.754,24.296,2.983,3.345,5.5,0.392,0.619,0.433,0.064,0.122,0.62,0.13,0.382,1.994e-4,0,0,0,0,0.005,2.129,90,14.859,1010.713,0.001,340.304,0.135,1.319e6,2.5,4.909,0.011,0.133,0
0.817,22.149,22.149,46.075,46.171,37.326,37.841,0.76,-7.48e-6,0.76,90.001,2.971,6.219,45,9.676e-6,0.333,-5.946e-7,23.697,-0.004,83.358,90,61.97,13.811,9.795e-4,9.908e-6,9.806,31.839,24.285,3.022,3.345,5.504,0.399,0.619,0.433,0.064,0.122,0.619,0.07,0.205,-1.192e-4,0,0,0,0,0.006,2.123,90,14.856,1010.652,0.001,340.302,0.136,1.331e6,2.5,4.909,0.017,0.134,0
0.834,22.937,22.937,46.71,46.81,37.358,37.679,0.811,-7.303e-6,0.811,90.001,3.065,4.909,45,1.033e-5,0.104,-6.104e-7,-24.751,-0.009,83.776,90,61.891,13.731,9.781e-4,9.905e-6,9.806,31.91,24.268,3.057,3.345,5.512,0.41,0.619,0.433,0.064,0.122,0.619,0.022,0.073,9.924e-5,0,0,0,0,-0.007,2.115,90,14.851,1010.56,0.001,340.299,0.138,1.349e6,2.5,4.909,0.025,0.135,0
0.859,24.139,24.139,47.662,47.767,37.34,37.474,0.891,-7.084e-6,0.891,90,3.167,3.163,45,1.134e-5,0.635,-2.798e-6,-18.278,-0.004,84.342,89.999,61.771,13.612,9.76e-4,9.9e-6,9.806,31.748,24.243,3.002,3.345,5.522,0.428,0.619,0.433,0.064,0.123,0.62,0.134,0.407,-1.037e-4,0,0,0,0,-0.003,2.089,90,14.843,1010.419,0.001,340.294,0.141,1.376e6,2.5,4.909,0.004,0.136,0
0.863,24.316,24.316,47.8,47.905,37.329,37.447,0.902,-7.047e-6,0.902,90,3.178,2.973,45,1.149e-5,0.687,-2.799e-6,-16.692,-0.003,84.407,89.999,61.754,13.595,9.757e-4,9.899e-6,9.806,31.733,24.239,2.997,3.345,5.524,0.43,0.619,0.433,0.064,0.123,0.62,0.146,0.439,2.832e-4,0,0,0,0,-0.003,2.082,90,14.842,1010.398,0.001,340.293,0.141,1.38e6,2.5,4.909,0.006,0.136,0
0.869,24.581,24.581,48.007,48.113,37.428,37.528,0.92,-6.985e-6,0.92,90,3.194,2.738,45,1.172e-5,0.751,-2.827e-6,-14.085,-0.003,84.492,89.999,61.728,13.569,9.752e-4,9.898e-6,9.806,31.713,24.233,2.992,3.352,5.538,0.434,0.619,0.433,0.064,0.123,0.62,0.16,0.479,-3.059e-4,0,0,0,0,-0.002,2.071,90,14.84,1010.367,0.001,340.292,0.142,1.386e6,2.5,4.909,0.008,0.137,0
0.877,24.972,24.972,48.311,48.418,37.566,37.648,0.946,-6.875e-6,0.946,90,3.215,2.482,45,1.205e-5,0.817,-2.702e-6,-9.869,-5.78e-4,84.59,89.998,61.689,13.53,9.746e-4,9.896e-6,9.806,31.694,24.225,2.988,3.363,5.56,0.44,0.619,0.433,0.064,0.123,0.621,0.174,0.52,1.173e-4,0,0,0,0,-9.852e-4,2.056,90,14.838,1010.321,0.001,340.291,0.143,1.395e6,2.5,4.909,0.007,0.138,0
0.884,25.33,25.33,48.589,48.697,37.683,37.756,0.97,-6.75e-6,0.97,90,3.233,2.352,45,1.235e-5,0.844,-2.635e-6,-5.768,1.201e-4,84.648,89.998,61.654,13.495,9.739e-4,9.895e-6,9.806,31.686,24.218,2.987,3.373,5.58,0.445,0.619,0.433,0.064,0.123,0.621,0.18,0.537,-2.501e-4,0,0,0,0,-3.328e-4,2.042,90,14.835,1010.279,0.001,340.289,0.144,1.403e6,2.5,4.909,0.007,0.139,0
0.891,25.674,25.674,48.856,48.964,37.787,37.859,0.993,-6.607e-6,0.993,90,3.249,2.324,45,1.264e-5,0.84,-2.787e-6,-1.743,9.63e-4,84.674,89.998,61.62,13.461,9.733e-4,9.894e-6,9.806,31.687,24.211,2.991,3.383,5.599,0.45,0.619,0.433,0.064,0.123,0.621,0.179,0.535,2.755e-4,0,0,0,0,-3.006e-5,2.029,90,14.833,1010.239,0.001,340.288,0.144,1.41e6,2.5,4.909,0.007,0.14,0
