# Simulation 1 (Up to date)
# 324 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
12.598,26.472,26.472,-3.967,4.545,-0.019,0.146,-12.424,-1.694e-4,12.424,269.999,2.218,0.145,45,-1.582e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.16,90,14.828,1010.145,0.001,340.285,0.012,8.443e4,2.5,4.909,0.203,0.235,0
12.801,25.667,25.667,-3.971,4.535,0.008,0.403,-12.871,-1.694e-4,12.871,269.999,2.189,0.402,45,-1.639e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,90,14.833,1010.24,0.001,340.288,0.012,8.458e4,2.5,4.909,0.202,0.235,0
13.003,24.863,24.863,-3.97,4.494,-0.001,0.355,-13.306,-1.694e-4,13.306,269.999,2.108,0.355,45,-1.694e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,90,14.838,1010.334,0.001,340.291,0.012,8.454e4,2.5,4.909,0.203,0.235,0
13.206,24.059,24.059,-3.97,4.461,0.014,0.628,-13.725,-1.694e-4,13.725,269.999,2.036,0.628,45,-1.748e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.782,90,14.844,1010.428,0.001,340.294,0.012,8.466e4,2.5,4.909,0.203,0.235,0
13.408,23.255,23.255,-3.967,4.402,-0.014,0.327,-14.125,-1.694e-4,14.125,269.999,1.909,0.327,45,-1.799e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776,90,14.849,1010.523,0.001,340.297,0.012,8.448e4,2.5,4.909,0.203,0.235,0
13.611,22.451,22.451,-3.97,4.376,-0.003,0.169,-14.505,-1.694e-4,14.505,269.999,1.842,0.169,45,-1.847e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.911,90,14.854,1010.617,0.001,340.3,0.012,8.451e4,2.5,4.909,0.203,0.235,0
13.814,21.647,21.647,-3.97,4.392,0.015,0.562,-14.881,-1.694e-4,14.881,269.999,1.877,0.562,45,-1.895e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.104,90,14.859,1010.711,0.001,340.304,0.012,8.466e4,2.5,4.909,0.202,0.235,0
14.016,20.844,20.844,-3.967,4.439,-0.011,0.289,-15.273,-1.694e-4,15.273,269.999,1.991,0.289,45,-1.945e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108,90,14.865,1010.805,0.001,340.307,0.012,8.449e4,2.5,4.909,0.203,0.236,0
14.219,20.04,20.04,-3.969,4.467,-0.004,0.022,-15.682,-1.694e-4,15.682,269.999,2.049,0.022,45,-1.997e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.058,90,14.87,1010.9,0.001,340.31,0.012,8.451e4,2.5,4.909,0.202,0.236,0
14.421,19.236,19.236,-3.97,4.47,0.004,0.25,-16.097,-1.694e-4,16.097,269.999,2.054,0.25,45,-2.05e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.952,90,14.875,1010.994,0.001,340.313,0.012,8.456e4,2.5,4.909,0.202,0.236,0
14.624,18.432,18.432,-3.969,4.446,0.013,0.554,-16.508,-1.694e-4,16.508,269.999,2.003,0.554,45,-2.102e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.779,90,14.88,1011.088,0.001,340.316,0.012,8.465e4,2.5,4.909,0.202,0.236,0
14.826,17.629,17.629,-3.967,4.394,-0.013,0.17,-16.902,-1.694e-4,16.902,269.999,1.891,0.17,45,-2.152e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.96,90,14.885,1011.182,0.001,340.319,0.012,8.448e4,2.5,4.909,0.203,0.236,0
15.029,16.825,16.825,-3.969,4.412,0.007,0.389,-17.289,-1.694e-4,17.289,269.999,1.925,0.389,45,-2.202e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.083,90,14.891,1011.277,0.001,340.323,0.012,8.46e4,2.5,4.909,0.202,0.236,0
15.231,16.022,16.022,-3.968,4.445,2.748e-4,0.377,-17.686,-1.694e-4,17.686,269.999,2.004,0.377,45,-2.252e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.851,90,14.896,1011.371,0.001,340.326,0.012,8.457e4,2.5,4.909,0.202,0.236,0
15.433,15.219,15.219,-3.968,4.411,-0.006,0.054,-18.084,-1.694e-4,18.084,269.999,1.928,0.054,45,-2.303e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.906,90,14.901,1011.465,0.001,340.329,0.012,8.451e4,2.5,4.909,0.202,0.236,0
15.636,14.415,14.415,-3.969,4.408,9.85e-4,0.088,-18.473,-1.694e-4,18.473,269.999,1.917,0.088,45,-2.353e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.952,90,14.906,1011.559,0.001,340.332,0.012,8.454e4,2.5,4.909,0.202,0.236,0
15.838,13.612,13.612,-3.969,4.415,0.001,0.145,-18.863,-1.694e-4,18.863,269.999,1.935,0.145,45,-2.402e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876,90,14.912,1011.654,0.001,340.335,0.012,8.455e4,2.5,4.909,0.202,0.237,0
16.041,12.809,12.809,-3.969,4.402,-3.144e-4,0.02,-19.252,-1.694e-4,19.252,269.999,1.905,0.02,45,-2.452e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.914,90,14.917,1011.748,0.001,340.338,0.012,8.454e4,2.5,4.909,0.202,0.237,0
16.243,12.006,12.006,-3.969,4.404,0.002,0.159,-19.638,-1.694e-4,19.638,270,1.909,0.159,45,-2.501e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.974,90,14.922,1011.842,0.001,340.342,0.012,8.456e4,2.5,4.909,0.202,0.237,0
16.445,11.203,11.203,-3.968,4.418,0.003,0.258,-20.027,-1.694e-4,20.027,270,1.942,0.258,45,-2.55e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.837,90,14.927,1011.936,0.001,340.345,0.012,8.457e4,2.5,4.909,0.202,0.237,0
16.648,10.4,10.4,-3.968,4.395,-7.479e-4,0.193,-20.415,-1.694e-4,20.415,270,1.89,0.193,45,-2.6e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.968,90,14.932,1012.03,0.001,340.348,0.012,8.455e4,2.5,4.909,0.202,0.237,0
16.85,9.597,9.597,-3.968,4.412,0.005,0.355,-20.801,-1.694e-4,20.801,270,1.929,0.355,45,-2.649e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.785,90,14.938,1012.124,0.001,340.351,0.012,8.46e4,2.5,4.909,0.202,0.237,0
17.052,8.794,8.794,-3.967,4.38,-0.005,0.073,-21.184,-1.694e-4,21.184,270,1.857,0.073,45,-2.698e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827,90,14.943,1012.219,0.001,340.354,0.012,8.453e4,2.5,4.909,0.202,0.237,0
17.255,7.991,7.991,-3.968,4.375,0.004,0.281,-21.559,-1.694e-4,21.559,270,1.842,0.281,45,-2.745e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.729,90,14.948,1012.313,0.001,340.357,0.012,8.459e4,2.5,4.909,0.202,0.237,0
17.457,7.188,7.188,-3.967,4.35,0.007,0.453,-21.926,-1.694e-4,21.926,270,1.785,0.453,45,-2.792e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.969,90,14.953,1012.407,0.001,340.361,0.012,8.463e4,2.5,4.909,0.202,0.237,0
17.659,6.386,6.386,-3.966,4.387,-0.008,0.166,-22.296,-1.694e-4,22.296,270,1.877,0.166,45,-2.839e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.944,90,14.958,1012.501,0.001,340.364,0.012,8.453e4,2.5,4.909,0.202,0.237,0
17.862,5.583,5.583,-3.967,4.403,0.019,0.628,-22.679,-1.694e-4,22.679,270,1.911,0.628,45,-2.888e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.547,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.164,90,14.964,1012.595,0.001,340.367,0.012,8.473e4,2.5,4.909,0.202,0.238,0
18.064,4.78,4.78,-3.963,4.457,-0.015,0.302,-23.079,-1.694e-4,23.079,270,2.038,0.302,45,-2.939e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.915,90,14.969,1012.689,0.001,340.37,0.012,8.452e4,2.5,4.909,0.202,0.238,0
18.267,3.978,3.978,-3.966,4.432,-0.004,0.066,-23.485,-1.694e-4,23.485,270,1.976,0.066,45,-2.991e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,90,14.974,1012.783,0.001,340.373,0.012,8.455e4,2.5,4.909,0.202,0.238,0
18.469,3.175,3.175,-3.967,4.426,0.004,0.261,-23.884,-1.694e-4,23.884,270,1.963,0.261,45,-3.042e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.545,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,90,14.979,1012.878,0.001,340.376,0.012,8.46e4,2.5,4.909,0.202,0.238,0
18.671,2.373,2.373,-3.966,4.449,0.01,0.51,-24.286,-1.694e-4,24.286,270,2.016,0.51,45,-3.093e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.222,90,14.985,1012.972,0.001,340.38,0.012,8.467e4,2.5,4.909,0.202,0.238,0
18.873,1.571,1.571,-3.964,4.495,-0.011,0.164,-24.704,-1.694e-4,24.704,270,2.119,0.164,45,-3.146e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.544,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.185,90,14.99,1013.066,0.001,340.383,0.012,8.453e4,2.5,4.909,0.396,0.238,0
# Event GROUND_HIT occurred at t=19.269 seconds
# Event SIMULATION_END occurred at t=19.269 seconds
19.269,0,0,-3.969,4.53,0.011,0.011,-25.556,-1.694e-4,25.556,270,2.184,0.001,45,-3.255e-4,NaN,NaN,NaN,NaN,42.755,89.999,55.569,13.05,3.835e-4,9.063e-6,9.806,0,17.712,-7.085,0,0,0.546,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.183,90,15,1013.25,0.001,340.389,0.012,8.462e4,2.5,4.909,NaN,0.238,0
